Batch 0 - Dataset Indices: [2, 2], Sample Indices: [2173, 730]
Batch 378 - Dataset Indices: [1, 1], Sample Indices: [12653, 744]
Batch 379 - Dataset Indices: [2, 2], Sample Indices: [6935, 7550]
Batch 380 - Dataset Indices: [0, 0], Sample Indices: [38643, 47835]
Batch 381 - Dataset Indices: [1, 1], Sample Indices: [4422, 1619]
Batch 382 - Dataset Indices: [2, 2], Sample Indices: [4154, 7818]
Batch 383 - Dataset Indices: [2, 2], Sample Indices: [5143, 717]
Batch 384 - Dataset Indices: [2, 2], Sample Indices: [8496, 7717]
Batch 385 - Dataset Indices: [1, 1], Sample Indices: [18118, 20154]
Batch 386 - Dataset Indices: [1, 1], Sample Indices: [1923, 10799]
Batch 387 - Dataset Indices: [0, 0], Sample Indices: [49905, 55296]
Batch 388 - Dataset Indices: [0, 0], Sample Indices: [44502, 45724]
Batch 389 - Dataset Indices: [1, 1], Sample Indices: [300, 1495]
Batch 390 - Dataset Indices: [2, 2], Sample Indices: [1788, 8588]
Batch 391 - Dataset Indices: [1, 1], Sample Indices: [4978, 11345]
Batch 392 - Dataset Indices: [0, 0], Sample Indices: [38437, 68478]
Batch 393 - Dataset Indices: [0, 0], Sample Indices: [71329, 63202]
Batch 394 - Dataset Indices: [2, 2], Sample Indices: [871, 5530]
Batch 395 - Dataset Indices: [2, 2], Sample Indices: [4492, 2315]
Batch 396 - Dataset Indices: [0, 0], Sample Indices: [31210, 13124]
Batch 397 - Dataset Indices: [2, 2], Sample Indices: [2573, 4]
Batch 398 - Dataset Indices: [1, 1], Sample Indices: [17143, 3145]
Batch 399 - Dataset Indices: [0, 0], Sample Indices: [32774, 5609]
Batch 400 - Dataset Indices: [1, 1], Sample Indices: [20158, 3794]
Batch 401 - Dataset Indices: [0, 0], Sample Indices: [67994, 50684]
Batch 402 - Dataset Indices: [1, 1], Sample Indices: [7993, 6883]
Batch 403 - Dataset Indices: [0, 0], Sample Indices: [59565, 71808]
Batch 404 - Dataset Indices: [0, 0], Sample Indices: [26662, 3837]
Batch 405 - Dataset Indices: [2, 2], Sample Indices: [2141, 3698]
Batch 406 - Dataset Indices: [1, 1], Sample Indices: [10487, 12127]
Batch 407 - Dataset Indices: [0, 0], Sample Indices: [56731, 3952]
Batch 408 - Dataset Indices: [1, 1], Sample Indices: [13757, 3346]
Batch 409 - Dataset Indices: [2, 2], Sample Indices: [8093, 90]
Batch 410 - Dataset Indices: [2, 2], Sample Indices: [6840, 7120]
Batch 411 - Dataset Indices: [1, 1], Sample Indices: [16851, 20141]
Batch 412 - Dataset Indices: [1, 1], Sample Indices: [16901, 14220]
Batch 413 - Dataset Indices: [0, 0], Sample Indices: [61252, 49897]
Batch 414 - Dataset Indices: [1, 1], Sample Indices: [12811, 17468]
Batch 415 - Dataset Indices: [1, 1], Sample Indices: [11903, 18020]
Batch 416 - Dataset Indices: [1, 1], Sample Indices: [11515, 2519]
Batch 417 - Dataset Indices: [2, 2], Sample Indices: [416, 8919]
Batch 418 - Dataset Indices: [1, 1], Sample Indices: [13907, 10073]
Batch 419 - Dataset Indices: [0, 0], Sample Indices: [70999, 37458]
Batch 420 - Dataset Indices: [1, 1], Sample Indices: [8635, 9732]
Batch 421 - Dataset Indices: [0, 0], Sample Indices: [36774, 70694]
Batch 422 - Dataset Indices: [2, 2], Sample Indices: [7786, 8744]
Batch 423 - Dataset Indices: [2, 2], Sample Indices: [4129, 5475]
Batch 424 - Dataset Indices: [1, 1], Sample Indices: [5851, 17010]
Batch 425 - Dataset Indices: [2, 2], Sample Indices: [7183, 6267]
Batch 426 - Dataset Indices: [0, 0], Sample Indices: [19086, 37271]
Batch 427 - Dataset Indices: [0, 0], Sample Indices: [60822, 18924]
Batch 428 - Dataset Indices: [0, 0], Sample Indices: [9705, 44183]
Batch 429 - Dataset Indices: [2, 2], Sample Indices: [5531, 3827]
Batch 430 - Dataset Indices: [2, 2], Sample Indices: [5207, 6899]
Batch 431 - Dataset Indices: [1, 1], Sample Indices: [7747, 8572]
Batch 432 - Dataset Indices: [2, 2], Sample Indices: [8142, 5431]
Batch 433 - Dataset Indices: [0, 0], Sample Indices: [13777, 60682]
Batch 434 - Dataset Indices: [1, 1], Sample Indices: [10213, 7915]
Batch 435 - Dataset Indices: [2, 2], Sample Indices: [1798, 6689]
Batch 436 - Dataset Indices: [0, 0], Sample Indices: [73212, 69602]
Batch 437 - Dataset Indices: [1, 1], Sample Indices: [11569, 11539]
Batch 438 - Dataset Indices: [0, 0], Sample Indices: [46810, 70804]
Batch 439 - Dataset Indices: [2, 2], Sample Indices: [4838, 4188]
Batch 440 - Dataset Indices: [2, 2], Sample Indices: [3871, 7403]
Batch 441 - Dataset Indices: [1, 1], Sample Indices: [3240, 8264]
Batch 442 - Dataset Indices: [1, 1], Sample Indices: [13335, 5688]
Batch 443 - Dataset Indices: [1, 1], Sample Indices: [8588, 15444]
Batch 444 - Dataset Indices: [0, 0], Sample Indices: [42332, 56714]
Batch 445 - Dataset Indices: [2, 2], Sample Indices: [3659, 3552]
Batch 446 - Dataset Indices: [0, 0], Sample Indices: [22993, 37829]
Batch 447 - Dataset Indices: [0, 0], Sample Indices: [38689, 52818]
Batch 448 - Dataset Indices: [1, 1], Sample Indices: [1678, 7820]
Batch 449 - Dataset Indices: [1, 1], Sample Indices: [19076, 4006]
Batch 450 - Dataset Indices: [1, 1], Sample Indices: [9262, 15010]
Batch 451 - Dataset Indices: [0, 0], Sample Indices: [39160, 48384]
Batch 452 - Dataset Indices: [0, 0], Sample Indices: [18216, 39673]
Batch 453 - Dataset Indices: [0, 0], Sample Indices: [4359, 1668]
Batch 454 - Dataset Indices: [1, 1], Sample Indices: [5200, 19793]
Batch 455 - Dataset Indices: [0, 0], Sample Indices: [32519, 22795]
Batch 456 - Dataset Indices: [2, 2], Sample Indices: [7854, 3487]
Batch 457 - Dataset Indices: [2, 2], Sample Indices: [4638, 1962]
Batch 458 - Dataset Indices: [0, 0], Sample Indices: [16802, 71053]
Batch 459 - Dataset Indices: [0, 0], Sample Indices: [58909, 1193]
Batch 460 - Dataset Indices: [2, 2], Sample Indices: [3288, 3306]
Batch 461 - Dataset Indices: [0, 0], Sample Indices: [2831, 50588]
Batch 462 - Dataset Indices: [0, 0], Sample Indices: [13085, 2738]
Batch 463 - Dataset Indices: [1, 1], Sample Indices: [13700, 3006]
Batch 464 - Dataset Indices: [2, 2], Sample Indices: [4996, 7240]
Batch 465 - Dataset Indices: [0, 0], Sample Indices: [62548, 69766]
Batch 466 - Dataset Indices: [0, 0], Sample Indices: [56149, 56561]
Batch 467 - Dataset Indices: [1, 1], Sample Indices: [14067, 853]
Batch 468 - Dataset Indices: [2, 2], Sample Indices: [324, 1965]
Batch 469 - Dataset Indices: [2, 2], Sample Indices: [8004, 5658]
Batch 470 - Dataset Indices: [1, 1], Sample Indices: [14350, 12895]
Batch 471 - Dataset Indices: [0, 0], Sample Indices: [54330, 67983]
Batch 472 - Dataset Indices: [0, 0], Sample Indices: [54312, 68135]
Batch 473 - Dataset Indices: [2, 2], Sample Indices: [7747, 1184]
Batch 474 - Dataset Indices: [2, 2], Sample Indices: [2117, 7152]
Batch 475 - Dataset Indices: [0, 0], Sample Indices: [69691, 70432]
Batch 476 - Dataset Indices: [2, 2], Sample Indices: [7609, 4055]
Batch 477 - Dataset Indices: [0, 0], Sample Indices: [61831, 63010]
Batch 478 - Dataset Indices: [2, 2], Sample Indices: [4845, 8680]
Batch 479 - Dataset Indices: [0, 0], Sample Indices: [46295, 58236]
Batch 480 - Dataset Indices: [0, 0], Sample Indices: [21046, 11295]
Batch 481 - Dataset Indices: [2, 2], Sample Indices: [2433, 5643]
Batch 482 - Dataset Indices: [0, 0], Sample Indices: [23123, 21455]
Batch 483 - Dataset Indices: [2, 2], Sample Indices: [6534, 4774]
Batch 484 - Dataset Indices: [0, 0], Sample Indices: [71653, 25886]
Batch 485 - Dataset Indices: [2, 2], Sample Indices: [5109, 5296]
Batch 486 - Dataset Indices: [0, 0], Sample Indices: [66948, 55142]
Batch 487 - Dataset Indices: [1, 1], Sample Indices: [3172, 19037]
Batch 488 - Dataset Indices: [0, 0], Sample Indices: [72519, 44677]
Batch 489 - Dataset Indices: [0, 0], Sample Indices: [42507, 34194]
Batch 490 - Dataset Indices: [2, 2], Sample Indices: [6042, 76]
Batch 491 - Dataset Indices: [0, 0], Sample Indices: [34350, 68032]
Batch 492 - Dataset Indices: [2, 2], Sample Indices: [1717, 431]
Batch 493 - Dataset Indices: [1, 1], Sample Indices: [13380, 18945]
Batch 494 - Dataset Indices: [0, 0], Sample Indices: [19803, 20962]
Batch 495 - Dataset Indices: [0, 0], Sample Indices: [41135, 739]
Batch 496 - Dataset Indices: [2, 2], Sample Indices: [7814, 4261]
Batch 497 - Dataset Indices: [0, 0], Sample Indices: [2308, 34501]
Batch 498 - Dataset Indices: [1, 1], Sample Indices: [14901, 7029]
Batch 499 - Dataset Indices: [0, 0], Sample Indices: [41126, 72840]
Batch 500 - Dataset Indices: [1, 1], Sample Indices: [12451, 11744]
Batch 501 - Dataset Indices: [0, 0], Sample Indices: [56054, 61009]
Batch 502 - Dataset Indices: [2, 2], Sample Indices: [1112, 8871]
Batch 503 - Dataset Indices: [0, 0], Sample Indices: [38815, 55457]
Batch 504 - Dataset Indices: [1, 1], Sample Indices: [10447, 4422]
Batch 505 - Dataset Indices: [0, 0], Sample Indices: [35646, 66531]
Batch 506 - Dataset Indices: [1, 1], Sample Indices: [6538, 8993]
Batch 507 - Dataset Indices: [1, 1], Sample Indices: [5714, 14233]
Batch 508 - Dataset Indices: [1, 1], Sample Indices: [2566, 7071]
Batch 509 - Dataset Indices: [1, 1], Sample Indices: [9596, 9513]
Batch 510 - Dataset Indices: [0, 0], Sample Indices: [65639, 15668]
Batch 511 - Dataset Indices: [1, 1], Sample Indices: [4220, 5909]
Batch 512 - Dataset Indices: [2, 2], Sample Indices: [6577, 4610]
Batch 513 - Dataset Indices: [0, 0], Sample Indices: [59325, 16273]
Batch 514 - Dataset Indices: [1, 1], Sample Indices: [4879, 525]
Batch 515 - Dataset Indices: [0, 0], Sample Indices: [714, 55693]
Batch 516 - Dataset Indices: [1, 1], Sample Indices: [11770, 6525]
Batch 517 - Dataset Indices: [2, 2], Sample Indices: [257, 7271]
Batch 518 - Dataset Indices: [0, 0], Sample Indices: [35678, 19064]
Batch 519 - Dataset Indices: [2, 2], Sample Indices: [2640, 4053]
Batch 520 - Dataset Indices: [0, 0], Sample Indices: [12400, 53683]
Batch 521 - Dataset Indices: [1, 1], Sample Indices: [14267, 12783]
Batch 522 - Dataset Indices: [1, 1], Sample Indices: [16670, 9360]
Batch 523 - Dataset Indices: [2, 2], Sample Indices: [1992, 8415]
Batch 524 - Dataset Indices: [1, 1], Sample Indices: [14371, 1907]
Batch 525 - Dataset Indices: [0, 0], Sample Indices: [70567, 12068]
Batch 526 - Dataset Indices: [1, 1], Sample Indices: [7623, 13961]
Batch 527 - Dataset Indices: [0, 0], Sample Indices: [13169, 61581]
Batch 528 - Dataset Indices: [1, 1], Sample Indices: [16761, 13240]
Batch 529 - Dataset Indices: [2, 2], Sample Indices: [8223, 6457]
Batch 530 - Dataset Indices: [1, 1], Sample Indices: [1699, 17860]
Batch 531 - Dataset Indices: [2, 2], Sample Indices: [8493, 8325]
Batch 532 - Dataset Indices: [0, 0], Sample Indices: [70408, 1127]
Batch 533 - Dataset Indices: [2, 2], Sample Indices: [2933, 4575]
Batch 534 - Dataset Indices: [1, 1], Sample Indices: [12376, 8281]
Batch 535 - Dataset Indices: [2, 2], Sample Indices: [1250, 6933]
Batch 536 - Dataset Indices: [0, 0], Sample Indices: [19213, 37662]
Batch 537 - Dataset Indices: [0, 0], Sample Indices: [11391, 70534]
Batch 538 - Dataset Indices: [1, 1], Sample Indices: [5498, 11869]
Batch 539 - Dataset Indices: [1, 1], Sample Indices: [6538, 6644]
Batch 540 - Dataset Indices: [1, 1], Sample Indices: [12261, 12373]
Batch 541 - Dataset Indices: [0, 0], Sample Indices: [61020, 19526]
Batch 542 - Dataset Indices: [2, 2], Sample Indices: [7547, 1125]
Batch 543 - Dataset Indices: [2, 2], Sample Indices: [5307, 7282]
Batch 544 - Dataset Indices: [0, 0], Sample Indices: [57495, 29864]
Batch 545 - Dataset Indices: [0, 0], Sample Indices: [20326, 73214]
Batch 546 - Dataset Indices: [0, 0], Sample Indices: [54655, 42191]
Batch 547 - Dataset Indices: [1, 1], Sample Indices: [6013, 5603]
Batch 548 - Dataset Indices: [0, 0], Sample Indices: [4381, 62799]
Batch 549 - Dataset Indices: [1, 1], Sample Indices: [15426, 9791]
Batch 550 - Dataset Indices: [2, 2], Sample Indices: [4739, 2739]
Batch 551 - Dataset Indices: [1, 1], Sample Indices: [14235, 5954]
Batch 552 - Dataset Indices: [2, 2], Sample Indices: [1431, 2]
Batch 553 - Dataset Indices: [1, 1], Sample Indices: [7075, 6932]
Batch 554 - Dataset Indices: [0, 0], Sample Indices: [53468, 15579]
Batch 555 - Dataset Indices: [1, 1], Sample Indices: [15048, 16994]
Batch 556 - Dataset Indices: [0, 0], Sample Indices: [5828, 10071]
Batch 557 - Dataset Indices: [0, 0], Sample Indices: [53917, 14088]
Batch 558 - Dataset Indices: [0, 0], Sample Indices: [69739, 24121]
Batch 559 - Dataset Indices: [2, 2], Sample Indices: [8355, 8300]
Batch 560 - Dataset Indices: [2, 2], Sample Indices: [626, 2526]
Batch 561 - Dataset Indices: [1, 1], Sample Indices: [19723, 2004]
Batch 562 - Dataset Indices: [0, 0], Sample Indices: [42757, 52316]
Batch 563 - Dataset Indices: [2, 2], Sample Indices: [798, 1491]
Batch 564 - Dataset Indices: [0, 0], Sample Indices: [56404, 30396]
Batch 565 - Dataset Indices: [1, 1], Sample Indices: [4945, 9151]
Batch 566 - Dataset Indices: [2, 2], Sample Indices: [4148, 4559]
Batch 567 - Dataset Indices: [2, 2], Sample Indices: [7521, 1597]
Batch 568 - Dataset Indices: [2, 2], Sample Indices: [1173, 6560]
Batch 569 - Dataset Indices: [1, 1], Sample Indices: [4736, 14496]
Batch 570 - Dataset Indices: [1, 1], Sample Indices: [1494, 17678]
Batch 571 - Dataset Indices: [0, 0], Sample Indices: [50023, 52600]
Batch 572 - Dataset Indices: [2, 2], Sample Indices: [1507, 6445]
Batch 573 - Dataset Indices: [1, 1], Sample Indices: [6866, 11839]
Batch 574 - Dataset Indices: [0, 0], Sample Indices: [46619, 47310]
Batch 575 - Dataset Indices: [1, 1], Sample Indices: [14443, 4860]
Batch 576 - Dataset Indices: [0, 0], Sample Indices: [55452, 37128]
Batch 577 - Dataset Indices: [2, 2], Sample Indices: [5033, 7366]
Batch 578 - Dataset Indices: [0, 0], Sample Indices: [7971, 36323]
Batch 579 - Dataset Indices: [2, 2], Sample Indices: [1437, 3652]
Batch 580 - Dataset Indices: [0, 0], Sample Indices: [29851, 51694]
Batch 581 - Dataset Indices: [1, 1], Sample Indices: [11442, 6202]
Batch 582 - Dataset Indices: [1, 1], Sample Indices: [8980, 12746]
Batch 583 - Dataset Indices: [2, 2], Sample Indices: [8265, 4405]
Batch 584 - Dataset Indices: [2, 2], Sample Indices: [5505, 7537]
Batch 585 - Dataset Indices: [0, 0], Sample Indices: [20616, 56990]
Batch 586 - Dataset Indices: [2, 2], Sample Indices: [4767, 1296]
Batch 587 - Dataset Indices: [1, 1], Sample Indices: [10702, 19309]
Batch 588 - Dataset Indices: [1, 1], Sample Indices: [4676, 17029]
Batch 589 - Dataset Indices: [0, 0], Sample Indices: [72413, 43933]
Batch 590 - Dataset Indices: [0, 0], Sample Indices: [8968, 8110]
Batch 591 - Dataset Indices: [1, 1], Sample Indices: [8416, 4215]
Batch 592 - Dataset Indices: [2, 2], Sample Indices: [1044, 8380]
Batch 593 - Dataset Indices: [2, 2], Sample Indices: [1837, 5360]
Batch 594 - Dataset Indices: [0, 0], Sample Indices: [21955, 73015]
Batch 595 - Dataset Indices: [0, 0], Sample Indices: [76, 38521]
Batch 596 - Dataset Indices: [2, 2], Sample Indices: [3852, 2726]
Batch 597 - Dataset Indices: [1, 1], Sample Indices: [16683, 12573]
Batch 598 - Dataset Indices: [2, 2], Sample Indices: [3398, 6672]
Batch 599 - Dataset Indices: [0, 0], Sample Indices: [23966, 69423]
Batch 600 - Dataset Indices: [2, 2], Sample Indices: [2580, 6745]
Batch 601 - Dataset Indices: [2, 2], Sample Indices: [543, 8771]
Batch 602 - Dataset Indices: [1, 1], Sample Indices: [16985, 10088]
Batch 603 - Dataset Indices: [2, 2], Sample Indices: [6964, 6243]
Batch 604 - Dataset Indices: [1, 1], Sample Indices: [10202, 7643]
Batch 605 - Dataset Indices: [1, 1], Sample Indices: [11598, 11405]
Batch 606 - Dataset Indices: [0, 0], Sample Indices: [67448, 42601]
Batch 607 - Dataset Indices: [2, 2], Sample Indices: [3390, 2309]
Batch 608 - Dataset Indices: [0, 0], Sample Indices: [58013, 19246]
Batch 609 - Dataset Indices: [1, 1], Sample Indices: [8119, 7209]
Batch 610 - Dataset Indices: [2, 2], Sample Indices: [2102, 1239]
Batch 611 - Dataset Indices: [2, 2], Sample Indices: [5963, 2387]
Batch 612 - Dataset Indices: [2, 2], Sample Indices: [6196, 257]
Batch 613 - Dataset Indices: [2, 2], Sample Indices: [7824, 4013]
Batch 614 - Dataset Indices: [0, 0], Sample Indices: [62862, 5841]
Batch 615 - Dataset Indices: [0, 0], Sample Indices: [71685, 40456]
Batch 616 - Dataset Indices: [2, 2], Sample Indices: [7636, 2456]
Batch 617 - Dataset Indices: [2, 2], Sample Indices: [8455, 5068]
Batch 618 - Dataset Indices: [1, 1], Sample Indices: [18155, 19385]
Batch 619 - Dataset Indices: [0, 0], Sample Indices: [70739, 51168]
Batch 620 - Dataset Indices: [0, 0], Sample Indices: [70222, 69805]
Batch 621 - Dataset Indices: [2, 2], Sample Indices: [3062, 7057]
Batch 622 - Dataset Indices: [2, 2], Sample Indices: [2931, 5647]
Batch 623 - Dataset Indices: [0, 0], Sample Indices: [52399, 58925]
Batch 624 - Dataset Indices: [1, 1], Sample Indices: [13627, 11937]
Batch 625 - Dataset Indices: [2, 2], Sample Indices: [839, 5711]
Batch 626 - Dataset Indices: [0, 0], Sample Indices: [28368, 68268]
Batch 627 - Dataset Indices: [2, 2], Sample Indices: [1298, 4789]
Batch 628 - Dataset Indices: [2, 2], Sample Indices: [1760, 8713]
Batch 629 - Dataset Indices: [0, 0], Sample Indices: [28870, 58706]
Batch 630 - Dataset Indices: [1, 1], Sample Indices: [5657, 20097]
Batch 631 - Dataset Indices: [1, 1], Sample Indices: [3804, 14838]
Batch 632 - Dataset Indices: [1, 1], Sample Indices: [10465, 9918]
Batch 633 - Dataset Indices: [2, 2], Sample Indices: [7446, 5972]
Batch 634 - Dataset Indices: [2, 2], Sample Indices: [6751, 7194]
Batch 635 - Dataset Indices: [1, 1], Sample Indices: [11239, 7852]
Batch 636 - Dataset Indices: [1, 1], Sample Indices: [8434, 1368]
Batch 637 - Dataset Indices: [2, 2], Sample Indices: [5903, 2957]
Batch 638 - Dataset Indices: [1, 1], Sample Indices: [14041, 3378]
Batch 639 - Dataset Indices: [2, 2], Sample Indices: [8250, 8269]
Batch 640 - Dataset Indices: [2, 2], Sample Indices: [562, 6877]
Batch 641 - Dataset Indices: [2, 2], Sample Indices: [75, 6888]
Batch 642 - Dataset Indices: [2, 2], Sample Indices: [1934, 5553]
Batch 643 - Dataset Indices: [0, 0], Sample Indices: [37142, 58770]
Batch 644 - Dataset Indices: [0, 0], Sample Indices: [39908, 22543]
Batch 645 - Dataset Indices: [2, 2], Sample Indices: [7636, 8922]
Batch 646 - Dataset Indices: [2, 2], Sample Indices: [6688, 7698]
Batch 647 - Dataset Indices: [0, 0], Sample Indices: [33596, 6763]
Batch 648 - Dataset Indices: [2, 2], Sample Indices: [2044, 3381]
Batch 649 - Dataset Indices: [0, 0], Sample Indices: [43690, 30270]
Batch 650 - Dataset Indices: [1, 1], Sample Indices: [13755, 11196]
Batch 651 - Dataset Indices: [0, 0], Sample Indices: [65567, 66319]
Batch 652 - Dataset Indices: [2, 2], Sample Indices: [461, 5212]
Batch 653 - Dataset Indices: [1, 1], Sample Indices: [3975, 2530]
Batch 654 - Dataset Indices: [1, 1], Sample Indices: [19545, 5087]
Batch 655 - Dataset Indices: [1, 1], Sample Indices: [3029, 4971]
Batch 656 - Dataset Indices: [1, 1], Sample Indices: [12261, 2013]
Batch 657 - Dataset Indices: [2, 2], Sample Indices: [406, 7455]
Batch 658 - Dataset Indices: [2, 2], Sample Indices: [6435, 4330]
Batch 659 - Dataset Indices: [0, 0], Sample Indices: [71374, 7293]
Batch 660 - Dataset Indices: [1, 1], Sample Indices: [19710, 4296]
Batch 661 - Dataset Indices: [2, 2], Sample Indices: [863, 3037]
Batch 662 - Dataset Indices: [0, 0], Sample Indices: [43388, 4321]
Batch 663 - Dataset Indices: [2, 2], Sample Indices: [6285, 3609]
Batch 664 - Dataset Indices: [2, 2], Sample Indices: [3074, 3997]
Batch 665 - Dataset Indices: [2, 2], Sample Indices: [4746, 8709]
Batch 666 - Dataset Indices: [0, 0], Sample Indices: [3822, 68717]
Batch 667 - Dataset Indices: [2, 2], Sample Indices: [8876, 6738]
Batch 668 - Dataset Indices: [1, 1], Sample Indices: [8499, 11801]
Batch 669 - Dataset Indices: [1, 1], Sample Indices: [2643, 2593]
Batch 670 - Dataset Indices: [2, 2], Sample Indices: [999, 2976]
Batch 671 - Dataset Indices: [0, 0], Sample Indices: [16661, 22207]
Batch 672 - Dataset Indices: [0, 0], Sample Indices: [11971, 5879]
Batch 673 - Dataset Indices: [1, 1], Sample Indices: [2227, 14183]
Batch 674 - Dataset Indices: [0, 0], Sample Indices: [30755, 48420]
Batch 675 - Dataset Indices: [0, 0], Sample Indices: [53735, 18939]
